SectionName,BedNum,lith,lithName,thickness,BedID,Note,PictureName,base,top
SL6.csv,42,1,sand,15,,climbing ripples bed,,7.93,8.08
SL6.csv,43,0,mud,10,,,,8.08,8.18
SL6.csv,44,1,sand,4,,,,8.18,8.22
SL6.csv,45,0,mud,1,,,,8.22,8.23
SL6.csv,46,1,sand,24,,,,8.23,8.47
SL6.csv,47,0,mud,22,,,,8.47,8.69
SL6.csv,48,1,sand,18,x17,,,8.69,8.87
SL6.csv,49,0,mud,4,,,,8.87,8.91
SL6.csv,50,1,sand,5,,,,8.91,8.96
SL6.csv,51,0,mud,12,,,,8.96,9.08
SL6.csv,52,1,sand,12,,,,9.08,9.2
SL6.csv,53,0,mud,7,,,,9.2,9.27
SL6.csv,54,1,sand,9,,,,9.27,9.36
SL6.csv,55,0,mud,256,,,modern art driftwood.csv_55,9.36,11.92
SL6.csv,56,1,sand,7,,,,11.92,11.99
SL6.csv,57,0,mud,32,,,,11.99,12.31
SL6.csv,58,2,other,3,,,,12.31,12.34
SL6.csv,59,0,mud,15,,,,12.34,12.49
SL6.csv,60,1,sand,2,,,,12.49,12.51
SL6.csv,61,0,mud,12,,,,12.51,12.63
SL6.csv,62,1,sand,1,,,,12.63,12.64
SL6.csv,63,0,mud,5,,,,12.64,12.69
SL6.csv,64,1,sand,1,,,,12.69,12.7
SL6.csv,65,0,mud,17,,,,12.7,12.87
SL6.csv,66,1,sand,4,,,,12.87,12.91
SL6.csv,67,0,mud,11,,,,12.91,13.02
SL6.csv,68,2,other,25,a1,leutite,,13.02,13.27
SL6.csv,69,0,mud,30,,,,13.27,13.57
SL6.csv,70,1,sand,1,,,,13.57,13.58
SL6.csv,71,0,mud,23,,,,13.58,13.81
SL6.csv,72,2,other,21,a2,leutite,,13.81,14.02
SL6.csv,73,0,mud,8,,,,14.02,14.1
SL6.csv,74,1,sand,4,,,,14.1,14.14
SL6.csv,75,0,mud,61,,,,14.14,14.75
SL6.csv,76,1,sand,5,,,,14.75,14.8
SL6.csv,77,0,mud,5,,,,14.8,14.85
SL6.csv,78,1,sand,9,,,,14.85,14.94
SL6.csv,79,0,mud,29,,,,14.94,15.23
SL6.csv,80,1,sand,5,,,,15.23,15.28
SL6.csv,81,0,mud,4,,,,15.28,15.32
SL6.csv,82,1,sand,4,,,,15.32,15.36
SL6.csv,83,0,mud,31,,,,15.36,15.67
SL6.csv,84,1,sand,4,,,,15.67,15.71
