SectionName,BedNum,lith,lithName,thickness,BedID,Note,PictureName,base,top
SL1.csv,1,2,other,25,a1,,chance1.csv_1,0,0.25
SL1.csv,2,0,mud,58,,,,0.25,0.83
SL1.csv,3,2,other,39,a2,,chance1.csv_3,0.83,1.22
SL1.csv,4,0,mud,17,,,,1.22,1.39
SL1.csv,5,1,sand,4,,,,1.39,1.43
SL1.csv,6,0,mud,12,,,,1.43,1.55
SL1.csv,7,1,sand,5,,,,1.55,1.6
SL1.csv,8,0,mud,32,,,,1.6,1.92
SL1.csv,9,1,sand,10,a3,,chance1.csv_9,1.92,2.02
SL1.csv,10,0,mud,14,,,,2.02,2.16
SL1.csv,11,1,sand,4,,,,2.16,2.2
SL1.csv,12,0,mud,16,,,,2.2,2.36
SL1.csv,13,1,sand,3,,,,2.36,2.39
SL1.csv,14,0,mud,4,,,,2.39,2.43
SL1.csv,15,1,sand,4,,,,2.43,2.47
SL1.csv,16,0,mud,12,,,,2.47,2.59
SL1.csv,17,1,sand,4,,,,2.59,2.63
SL1.csv,18,0,mud,31,,,,2.63,2.94
SL1.csv,19,1,sand,3,,,,2.94,2.97
SL1.csv,20,0,mud,12,,,,2.97,3.09
SL1.csv,21,1,sand,9,,,,3.09,3.18
SL1.csv,22,0,mud,46,,,,3.18,3.64
SL1.csv,23,2,other,40,a6,,chance1.csv_23,3.64,4.04
SL1.csv,24,0,mud,252,,,,4.04,6.56
SL1.csv,25,1,sand,3,,,,6.56,6.59
SL1.csv,26,0,mud,8,,,,6.59,6.67
SL1.csv,27,1,sand,2,,,,6.67,6.69
SL1.csv,28,0,mud,27,,,,6.69,6.96
SL1.csv,29,1,sand,2,,,,6.96,6.98
SL1.csv,30,0,mud,9,,,,6.98,7.07
SL1.csv,31,1,sand,6,,,,7.07,7.13
SL1.csv,32,0,mud,102,,,,7.13,8.15
SL1.csv,33,1,sand,19,a7,,chance1.csv_33,8.15,8.34
SL1.csv,34,0,mud,14,,,,8.34,8.48
SL1.csv,35,0,mud,58,,,,8.48,9.06
SL1.csv,36,1,sand,6,,,chance1.csv_36,9.06,9.12
